,EmpNumber,Gender_Female,Gender_Male,EducationBackground_Human Resources,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Data Science,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Business Analyst,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Non-Travel,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_No,OverTime_Yes,Attrition_No,Attrition_Yes,Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,NumCompaniesWorked,TotalWorkExperienceInYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager
198,E1001351,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,12,5,4,51,2,3,4,11,2,2,14,8,0,15,2,7,8
199,E1001352,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,55,2,1,3,40,2,4,1,15,2,4,9,7,7,31,3,6,2
200,E1001354,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,43,25,3,3,79,2,3,4,13,3,3,1,0,5,18,5,0,0
201,E1001355,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,20,9,3,4,54,3,1,4,14,2,3,2,2,1,2,3,0,2
202,E1001357,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,21,10,3,3,36,2,1,1,13,1,2,1,0,1,1,6,1,0
203,E1001358,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,46,8,4,4,74,2,2,1,23,1,3,16,13,8,19,2,1,7
204,E1001360,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,28,24,2,2,72,2,3,1,12,1,2,10,7,1,10,2,1,9
205,E1001361,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,26,1,2,1,59,2,1,1,16,1,3,5,3,1,6,2,1,3
206,E1001362,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,30,20,3,3,85,3,2,1,15,3,2,6,2,0,7,1,0,2
207,E1001366,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,38,17,1,3,65,2,3,3,18,1,2,19,9,0,20,4,1,9
208,E1001370,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,40,20,4,1,61,3,3,4,20,4,3,11,10,4,14,6,11,1
209,E1001372,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,27,8,5,1,87,1,1,3,19,4,3,3,2,1,3,4,1,2
210,E1001374,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,55,2,1,4,65,3,3,2,18,2,3,3,2,3,23,4,1,2
211,E1001376,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,44,1,2,2,91,2,3,1,14,4,3,20,6,9,24,1,3,6
212,E1001379,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,33,29,4,1,54,2,2,3,22,2,3,13,7,1,14,4,3,8
213,E1001381,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,34,3,1,1,45,3,2,4,17,3,2,6,2,0,7,1,0,4
214,E1001384,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,25,4,1,4,32,3,1,4,15,2,4,7,7,1,7,3,5,6
215,E1001385,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,26,21,3,1,37,3,1,3,20,3,2,1,1,1,1,0,0,0
216,E1001387,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,42,2,2,4,35,3,4,1,17,4,3,22,6,0,23,3,13,7
217,E1001389,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,28,1,3,1,45,2,1,2,15,1,3,1,0,1,1,2,0,0
218,E1001391,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,50,1,4,4,81,3,2,3,14,4,3,0,0,3,5,4,0,0
219,E1001392,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,33,7,3,4,30,3,2,2,17,3,3,3,2,0,4,3,0,2
220,E1001393,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,34,3,4,3,40,2,1,4,17,4,3,0,0,3,6,2,0,0
221,E1001394,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,48,1,4,1,35,4,4,4,22,3,2,5,4,2,27,3,2,1
222,E1001395,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,45,9,4,2,65,2,2,3,13,4,3,15,10,1,15,2,4,12
223,E1001396,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,52,7,4,2,87,3,3,2,19,4,3,8,6,7,18,4,4,0
224,E1001397,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,38,10,4,3,73,2,3,3,14,2,3,8,7,0,9,2,2,7
225,E1001398,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,29,28,4,3,93,3,1,4,22,1,3,7,5,4,11,1,1,7
226,E1001399,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,28,3,3,4,93,3,3,2,17,2,2,9,7,0,10,3,1,7
227,E1001402,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,46,3,1,1,52,3,4,3,12,4,3,12,9,3,23,3,4,9
228,E1001403,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,38,2,2,4,32,3,3,2,16,3,3,1,0,7,10,2,0,0
229,E1001405,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,39,2,3,1,84,3,4,4,11,4,3,18,7,7,21,4,11,5
230,E1001406,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,40,14,3,3,44,2,5,3,14,1,4,20,7,1,21,2,4,9
231,E1001410,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,39,9,3,3,70,3,2,2,15,3,2,5,4,9,9,2,0,3
232,E1001411,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,36,18,4,1,78,3,2,4,20,1,3,11,9,2,18,0,0,9
233,E1001413,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,31,20,3,3,67,4,1,4,12,1,3,2,2,0,3,4,2,2
234,E1001414,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,28,2,1,1,67,2,1,2,17,1,1,5,3,0,6,2,0,4
235,E1001415,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,35,11,2,4,54,3,2,4,11,4,3,5,2,1,5,3,0,2
236,E1001416,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,49,8,4,4,56,2,4,2,17,2,3,9,8,6,22,3,2,3
237,E1001418,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,34,2,2,4,95,3,2,3,11,4,2,3,2,2,5,3,0,2
238,E1001421,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,29,10,3,4,61,3,1,2,14,4,2,7,5,0,8,2,1,1
239,E1001426,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,42,29,3,2,56,1,2,4,19,1,3,1,0,4,16,3,0,0
240,E1001428,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,29,8,1,2,79,2,2,4,15,3,2,10,7,1,10,2,1,2
241,E1001432,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,28,6,3,3,39,2,1,3,14,4,3,3,1,1,3,2,0,2
242,E1001434,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,8,1,3,80,3,1,3,12,4,3,0,0,1,0,0,0,0
243,E1001435,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,33,9,4,1,77,3,2,1,17,1,3,5,2,0,6,3,0,3
244,E1001436,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,41,12,4,2,46,3,1,4,11,1,3,1,0,3,6,4,0,0
245,E1001438,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,31,15,3,3,72,3,1,3,12,3,2,2,2,1,2,5,2,2
246,E1001439,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,37,25,2,3,52,2,2,4,13,3,3,6,2,7,9,2,1,3
247,E1001440,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,27,6,3,4,55,2,1,3,13,3,3,4,2,1,4,0,2,2
248,E1001441,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,34,9,1,2,70,3,2,3,20,1,2,6,5,1,6,3,1,3
249,E1001442,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,35,8,4,3,100,3,1,3,17,2,1,5,4,1,6,2,1,4
250,E1001443,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,29,23,1,4,45,2,3,1,13,1,1,11,8,1,11,3,3,10
251,E1001444,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,40,9,4,2,88,3,3,3,17,3,2,18,7,9,20,3,2,13
252,E1001445,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,42,12,3,3,44,3,4,1,12,2,2,21,9,0,22,2,13,14
253,E1001449,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,42,4,4,2,45,3,2,1,13,4,4,6,4,7,9,3,1,5
254,E1001451,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,24,24,3,4,49,3,1,2,22,4,3,4,3,8,6,2,1,2
255,E1001453,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,28,12,1,3,79,3,1,4,11,4,2,1,1,1,1,4,0,0
256,E1001455,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,26,3,4,1,82,4,1,4,22,2,3,8,7,1,8,2,0,7
257,E1001457,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,30,10,3,3,72,2,2,3,18,1,3,10,3,1,10,3,1,4
258,E1001458,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,40,26,2,3,92,2,2,4,13,4,1,1,1,3,16,3,0,0
259,E1001460,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,35,2,3,3,44,2,3,2,18,2,4,7,7,2,15,2,6,4
260,E1001462,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,34,1,3,4,97,2,2,1,20,3,3,13,9,0,14,3,4,9
261,E1001463,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,35,4,4,4,47,2,1,4,13,2,4,2,2,1,2,2,2,2
262,E1001466,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,43,9,3,1,85,1,2,3,13,2,2,4,3,8,7,2,1,3
263,E1001468,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,32,2,1,3,76,3,1,1,12,3,3,1,0,1,1,3,0,0
264,E1001469,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,56,4,4,4,92,3,5,1,13,4,3,5,2,4,28,2,4,2
265,E1001470,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,29,6,1,2,54,3,1,4,13,1,3,10,8,1,10,5,0,8
266,E1001471,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,19,9,2,3,54,3,1,1,25,3,3,1,1,1,1,4,0,0
267,E1001473,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,45,7,3,1,83,3,1,3,19,3,2,3,2,4,7,2,0,2
268,E1001474,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,37,1,3,4,56,2,2,4,13,2,2,14,8,1,14,2,3,11
269,E1001478,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,44,10,4,3,96,3,1,3,11,3,3,6,4,1,6,4,0,2
270,E1001479,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,53,7,2,4,50,3,5,3,18,2,3,7,7,3,26,6,4,7
271,E1001481,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,22,3,4,3,48,2,1,4,11,2,3,0,0,0,1,5,0,0
272,E1001482,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,46,2,3,3,69,3,4,1,23,1,3,26,15,8,28,2,15,9
273,E1001484,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,44,17,3,4,74,1,1,3,13,4,3,0,0,2,6,3,0,0
274,E1001485,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,33,2,3,2,99,3,1,3,13,4,3,5,4,1,5,2,1,4
275,E1001489,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,30,29,4,3,61,3,2,1,19,3,3,4,3,8,8,3,0,3
276,E1001490,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,40,2,4,2,62,3,2,2,12,4,3,0,0,5,5,2,0,0
277,E1001493,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,50,2,3,4,30,3,4,1,22,3,3,2,2,2,32,3,2,2
278,E1001495,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,46,15,2,4,52,3,5,2,11,1,3,4,2,5,25,2,0,3
279,E1001496,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,35,17,4,3,94,3,2,1,15,4,3,7,7,3,15,2,1,7
280,E1001497,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,24,17,2,4,97,3,1,2,13,1,1,1,0,1,1,3,0,0
281,E1001498,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,33,25,3,2,82,3,2,3,12,1,2,10,7,1,10,3,0,1
282,E1001499,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,6,4,3,60,1,1,3,14,3,3,7,7,1,7,4,1,7
283,E1001503,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,44,29,4,4,32,3,2,4,25,2,3,20,11,1,20,3,13,17
284,E1001509,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,42,2,5,4,79,4,2,1,16,1,4,4,3,7,10,3,0,3
285,E1001512,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,32,13,3,3,77,2,1,2,20,3,3,2,2,1,2,2,2,2
286,E1001513,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,32,2,2,4,38,3,2,3,14,4,3,8,7,4,10,2,0,7
287,E1001515,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,36,1,3,3,77,1,3,1,21,3,3,7,7,2,17,2,7,7
288,E1001516,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,33,9,3,1,60,3,1,4,13,2,3,14,10,0,15,5,4,10
289,E1001518,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,25,10,4,3,57,3,2,4,14,2,3,4,3,0,5,4,1,1
290,E1001520,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,42,26,5,1,60,3,3,1,17,3,3,1,0,3,20,6,0,0
291,E1001522,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,27,14,3,1,42,3,1,1,14,4,2,9,7,1,9,3,6,8
292,E1001523,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,54,1,4,4,53,3,3,3,17,1,1,5,4,7,33,2,1,4
293,E1001524,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,44,2,1,1,72,4,1,4,13,4,3,10,5,1,10,5,7,7
294,E1001526,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,19,10,3,1,96,2,1,2,25,2,4,1,1,1,1,2,0,0
295,E1001528,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,54,3,3,4,85,3,4,4,14,1,3,10,9,3,36,2,0,9
296,E1001529,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,31,11,2,3,80,3,2,1,12,4,2,6,5,1,6,2,0,1
297,E1001533,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,43,3,3,3,96,1,5,4,14,2,3,8,7,3,25,2,0,7
298,E1001534,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,49,4,2,1,85,2,5,3,13,3,4,1,0,2,23,2,0,0
299,E1001535,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,36,3,3,3,46,3,1,2,12,3,2,11,10,1,12,2,0,7
